Ticker,Nome,Setor,SubSetor,Segmento,Cotacao,Variacao,Abertura,Maxima,Minima,Fechamento_Anterior,Volume,Volume_Medio,Maxima_52s,Minima_52s,Market_Cap,PE,EPS,DY,DY_12m,PL,PVP,PSR,PAtivo,PCapGiro,PAtivoCircLiq,PEBIT,PEBITDA,EV_EBIT,EV_EBITDA,LPA,VPA,Patrimonio,Lucro_Liquido,EBIT,Receita_Liquida,ROE,ROA,ROIC,GiroAtivos,MargemBruta,MargemEBITDA,MargemEBIT,MargemLiquida,DivLiquida_PL,DivLiquida_EBIT,DivLiquida_EBITDA,LiquidezCorrente,Passivos_Ativos,PL_Ativos,CAGR_Receitas_5a,CAGR_Lucros_5a,Qtd_Acoes,Dividendo_Medio_12m,Dividendo_Total_12m,Dividendo_Ultimo,Qtd_Dividendos_12m,Graham,Graham_BR,Bazin,Lynch,Lynch_Preco_Teto,Lynch_Mod,AGF,Upside_Graham,Upside_Graham_BR,Upside_Bazin,Upside_Lynch_Preco_Teto,Upside_AGF,Score_CS,Score_CS_Classificacao,ROE_15pct,DY_3pct,DivPL_0_5,PL_15,PVP_2,Margem_10pct,LiqCorrente_1,CAGR_5pct,ROIC_10pct,Beta,Media_50d,Media_200d,FCO,FCL
BTTL3,#N/A,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CALI3,Construtora Adolpho Lindenberg SA,Consumo Cíclico,Construção Civil,Incorporações,25.0,0.0,0.0,0.0,0.0,25.0,0,214,25.0,14.59,0,0.0,0.0,1.71,22.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6988800,1.4137,5.6546,0.2702,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CALI4,#N/A,Consumo Cíclico,Construção Civil,Incorporações,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,3.2119,12.8478,4.3199,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CAMB3,Cambuci SA,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,9.69,0.0,9.7,9.8,9.41,9.69,33700,27456,10.14,8.05,408377300,0.0,0.0,11.21,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,42275080,0.1838,0.7351,0.102,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CAML3,Camil Alimentos SA,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,5.67,0.0,5.71,5.75,5.63,5.67,1676100,1238663,7.4,4.07,2014467111,13.77,0.41,4.1,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,350000000,0.1026,0.4105,0.1906,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CARD3,#N/A,Bens Industriais,Serviços,Serviços Diversos,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CASH3,Meliuz SA,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,3.89,0.0,4.14,4.14,3.89,3.89,1724300,1304183,10.74,3.21,447100274,0.0,-0.01,0.0,127.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,113226097,1.6494,4.9483,2.5271,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CASN3,Companhia Catarinense d Ags e Smnt CASAN,Utilidade Pública,Água e Saneamento,Água e Saneamento,8.49,1.46,0.0,0.0,0.0,8.37,0,0,9.09,9.09,0,26.5,0.32,0.54,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,592975802,0.0202,0.0808,0.043,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CASN4,Companhia Catarinense d Ags e Smnt CASAN Preference Shares,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.0,-100.0,0.0,0.0,0.0,5.76,0,0,7.97,7.97,0,0.0,0.32,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,601851675,0.0287,0.1149,0.0473,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CATA3,Companhia Industrial Cataguases,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,108.79,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,144198,9.9716,39.8863,6.8659,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CATA4,Companhia Industrial Cataguases Preference Shares,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,108.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1109,56.0173,224.0691,8.9826,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CBAV3,Companhia Brasileira de Aluminio,Materiais Básicos,Mineração,Minerais Metálicos,10.54,0.0,10.6,10.6,10.53,10.54,1951600,2688920,10.75,2.73,6965929188,56.02,0.19,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,651072697,0.1823,0.7293,0.3458,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CBEE3,Ampla Energia e Servicos SA,Utilidade Pública,Energia Elétrica,Energia Elétrica,8.91,0.0,0.0,0.0,0.0,8.91,0,30,14.83,8.4,4099204000,115.77,0.08,0.0,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,453223943,0.2676,1.0703,0.3581,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CCPR3,#N/A,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CCRO3,#N/A,Bens Industriais,Transporte,Exploração de Rodovias,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CCXC3,#N/A,Financeiro e Outros,Outros,Outros,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CEAB3,C&A Modas SA,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,11.06,0.0,11.02,11.23,10.87,11.06,5817200,9274970,20.58,9.44,3460670813,5.87,1.88,6.53,8.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,308245068,0.3092,0.9276,0.3447,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEBR3,Companhia Energetica de Brasilia CEB,Utilidade Pública,Energia Elétrica,Energia Elétrica,27.7,0.0,27.84,28.18,26.81,27.7,10400,6046,35.13,15.57,2100177216,10.07,2.75,20.22,22.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,35920890,1.5367,6.1469,1.6657,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEBR5,Companhia Energetica de Brasilia CEB Preference Shares Class A,Utilidade Pública,Energia Elétrica,Energia Elétrica,26.68,0.0,26.01,26.69,26.01,26.68,1800,1825,29.47,15.38,2100177216,9.7,2.75,15.84,19.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6565010,1.3262,5.305,1.6657,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEBR6,Companhia Energetica de Brasilia CEB Preference Shares Class B,Utilidade Pública,Energia Elétrica,Energia Elétrica,30.04,0.0,30.69,32.22,29.7,30.04,18500,7511,33.27,17.3,2100177216,10.92,2.75,22.4,22.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,29596015,1.6904,6.7616,1.8323,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEDO3,Companhia de Fc  Tcds Cdr Cchr,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,10.0,0.0,0.0,0.0,0.0,10.0,0,327,29.0,7.0,85588960,2.45,4.09,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,5707104,0.3,1.2,0.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEDO4,Companhia de Fc  Tcds Cdr Cchr Preference Shares,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.44,0.0,6.49,6.5,6.42,6.44,6100,2823,19.55,6.23,85588960,1.58,4.09,0.0,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,4292896,0.3,1.2,0.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEEB3,Companhia de ltrcdd d std d Bh Clb,Utilidade Pública,Energia Elétrica,Energia Elétrica,48.28,0.0,48.28,48.28,48.28,48.28,200,333,50.75,34.7,8667860000,6.76,7.14,11.52,13.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,151997609,1.5753,6.301,0.5215,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEEB5,Companhia de ltrcdd d std d Bh Clb Preference Shares Class A,Utilidade Pública,Energia Elétrica,Energia Elétrica,43.6,0.0,0.0,0.0,0.0,43.6,0,23,49.0,34.01,8667860000,6.1,7.14,14.31,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,27220069,1.2991,5.1962,0.5215,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEEB6,Companhia de ltrcdd d std d Bh Clb Preference Shares Class B,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8667860000,0.0,7.14,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,82878409,1.429,5.7158,0.5737,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEED3,Companhia Estadual de Distribuicao,Utilidade Pública,Energia Elétrica,Energia Elétrica,9.79,0.0,0.0,0.0,0.0,9.79,0,0,9.99,6.35,1563382000,0.0,-10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,68090916,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CEED4,Companhia Estadual de Distribuicao Preference Shares,Utilidade Pública,Energia Elétrica,Energia Elétrica,20.0,0.0,0.0,0.0,0.0,20.0,0,0,20.0,20.0,1563382000,0.0,-10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,164014,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CEGR3,Companhia Distribuidora d Gs d RdJnr CEG,Utilidade Pública,Gás,Gás,32.91,0.68,0.0,0.0,0.0,32.69,0,47,95.41,32.69,8532210359,13.89,2.37,0.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,259637732,0.4302,1.7208,0.7328,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CEPE3,#N/A,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8879,3.5515,0.5423,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CEPE5,#N/A,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8879,3.5515,0.5423,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CEPE6,#N/A,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9767,3.9066,0.5966,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CESP3,#N/A,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7991,3.1963,0.7753,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CESP5,#N/A,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.718,2.872,0.2757,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CESP6,#N/A,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7991,3.1963,0.7753,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CGAS3,Companhia de Gas de Sao Paulo COMGAS,Utilidade Pública,Gás,Gás,124.51,0.0,0.0,0.0,0.0,124.51,0,107,144.97,110.9,16762487500,10.72,11.62,7.37,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,103862768,2.2053,8.821,2.5852,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CGAS5,Companhia de Gas de Sao Paulo COMGAS Preference Shares Class A,Utilidade Pública,Gás,Gás,125.0,0.0,124.99,125.0,124.03,125.0,1400,1280,139.96,115.92,16762487500,10.76,11.62,7.36,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,28657819,2.4258,9.7031,2.8437,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CGRA3,Grazziotin SA,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,25.39,0.0,25.1,25.67,24.98,25.39,1500,1311,29.22,18.29,648477250,7.32,3.47,25.76,31.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,10007950,1.9789,7.9154,3.9545,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CGRA4,Grazziotin SA Preference Shares,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,25.0,0.0,25.25,25.35,25.0,25.0,6200,6666,27.91,17.92,648477250,7.2,3.47,25.6,31.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13949369,1.9789,7.9154,3.9545,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pessimo,0,1,0,0,0,0,0,0,0,0,0,0,,
CIEL3,#N/A,Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0904,0.3618,0.1517,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CLSA3,#N/A,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
CLSC3,Centrais Eletricas d Snt Ctrn S Clsc,Utilidade Pública,Energia Elétrica,Energia Elétrica,128.5,0.0,128.51,128.51,128.5,128.5,200,194,133.72,74.93,5447994061,6.79,18.91,2.24,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15527137,0.7266,2.9063,0.7355,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Pessimo,0,0,0,0,0,0,0,0,0,0,0,0,,
